Bigram Language Model Smoothing Results
=====================================

Formulas:
1. Add-One: P(w2|w1) = (count(w1,w2) + 1) / (count(w1) + V)
2. Add-K: P(w2|w1) = (count(w1,w2) + 0.3) / (count(w1) + 0.3*V)
3. Token Type: P(w2|w1) = (count(w1,w2) + V) / (count(w1) + V²)

Bigram	Count	ContextCount	AddOne	AddK	TokenType
('যদুনন্দী', 'ইউনিয়ন')	1	1	0.000246	0.000534	0.000123
('ইউনিয়ন', 'আওয়ামী')	2	7	0.000369	0.000942	0.000123
('<s>', 'আলমগীর')	1	0	0.000246	0.000534	0.000123
('আলমগীর', 'মিয়া')	1	2	0.000246	0.000534	0.000123
('মিয়া', ',')	1	5	0.000246	0.000533	0.000123
(',', 'ছবি')	1	779	0.000225	0.000405	0.000123
(':', 'সমকাল')	1	115	0.000243	0.000510	0.000123
('সমকাল', '</s>')	2	2	0.000370	0.000944	0.000123
('<s>', 'মিনিসিপাল')	1	0	0.000246	0.000534	0.000123
('মিনিসিপাল', 'অ্যাসোসিয়েশন')	1	1	0.000246	0.000534	0.000123
('অ্যাসোসিয়েশন', 'অব')	1	1	0.000246	0.000534	0.000123
('অব', 'বাংলাদেশ')	1	7	0.000246	0.000533	0.000123
('বাংলাদেশ', '-')	2	20	0.000369	0.000937	0.000123
('-', 'ম্যাব')	1	224	0.000240	0.000489	0.000123
('ম্যাব', 'এর')	1	1	0.000246	0.000534	0.000123
('প্রেসিডেন্ট', 'ও')	1	10	0.000246	0.000532	0.000123
('ও', 'নীলফামারী')	1	197	0.000241	0.000494	0.000123
('নীলফামারী', 'পৌরসভার')	1	1	0.000246	0.000534	0.000123
('পৌরসভার', 'মেয়র')	1	5	0.000246	0.000533	0.000123
('মেয়র', 'দেওয়ান')	1	2	0.000246	0.000534	0.000123
('দেওয়ান', 'কামাল')	1	1	0.000246	0.000534	0.000123
('কামাল', 'আহমেদের')	1	4	0.000246	0.000533	0.000123
('আহমেদের', 'সভাপতিত্বে')	1	1	0.000246	0.000534	0.000123
('সভাপতিত্বে', 'অনুষ্ঠানটি')	1	5	0.000246	0.000533	0.000123
('অনুষ্ঠানটি', 'সঞ্চালনা')	1	1	0.000246	0.000534	0.000123
('সঞ্চালনা', 'করেন')	1	1	0.000246	0.000534	0.000123
('করেন', 'অ্যাসোসিয়েশনের')	1	63	0.000245	0.000521	0.000123
('অ্যাসোসিয়েশনের', 'সাধারণ')	1	3	0.000246	0.000533	0.000123
('ও', 'মাদারীপুর')	1	197	0.000241	0.000494	0.000123
('মাদারীপুর', 'পৌর')	1	2	0.000246	0.000534	0.000123
('পৌর', 'সভার')	1	7	0.000246	0.000533	0.000123
('সভার', 'মেয়র')	1	1	0.000246	0.000534	0.000123
('মেয়র', 'মো')	1	2	0.000246	0.000534	0.000123
('<s>', 'খালিদ')	1	0	0.000246	0.000534	0.000123
('খালিদ', 'হোসেন')	1	1	0.000246	0.000534	0.000123
('হোসেন', 'ইয়াদ')	1	20	0.000246	0.000530	0.000123
('ইয়াদ', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'সাধারণ')	1	0	0.000246	0.000534	0.000123
('সাধারণ', 'সভায়')	1	20	0.000246	0.000530	0.000123
('সভায়', 'দেশের')	1	1	0.000246	0.000534	0.000123
('দেশের', 'সকল')	1	22	0.000246	0.000529	0.000123
('সকল', 'পৌরসভার')	1	8	0.000246	0.000532	0.000123
('পৌরসভার', 'মেয়রগণ')	1	5	0.000246	0.000533	0.000123
('মেয়রগণ', 'ও')	1	1	0.000246	0.000534	0.000123
('ও', 'কাউন্সিলর')	1	197	0.000241	0.000494	0.000123
('কাউন্সিলর', 'এসোসিয়েশনের')	1	3	0.000246	0.000533	0.000123
('এসোসিয়েশনের', 'সভাপতি')	1	1	0.000246	0.000534	0.000123
('সভাপতি', '-')	1	28	0.000246	0.000528	0.000123
('-', 'সাধারণ')	1	224	0.000240	0.000489	0.000123
('সাধারণ', 'সম্পাদকসহ')	1	20	0.000246	0.000530	0.000123
('সম্পাদকসহ', 'প্রতিনিধি')	1	1	0.000246	0.000534	0.000123
('প্রতিনিধি', 'উপস্থিত')	1	9	0.000246	0.000532	0.000123
('উপস্থিত', 'ছিলেন')	2	5	0.000370	0.000943	0.000123
(':', 'শ্যামল')	1	115	0.000243	0.000510	0.000123
('শ্যামল', 'ঘোষ')	1	1	0.000246	0.000534	0.000123
('ঘোষ', '</s>')	1	6	0.000246	0.000533	0.000123
('আমাদের', 'শ্রীলঙ্কা')	1	30	0.000246	0.000528	0.000123
('শ্রীলঙ্কা', 'সফরে')	1	2	0.000246	0.000534	0.000123
('সফরে', 'একদিনে')	1	3	0.000246	0.000533	0.000123
('একদিনে', 'সবচেয়ে')	1	1	0.000246	0.000534	0.000123
('সবচেয়ে', 'দূরের')	1	11	0.000246	0.000532	0.000123
('দূরের', 'যাত্রা')	1	1	0.000246	0.000534	0.000123
('যাত্রা', 'ছিল')	1	3	0.000246	0.000533	0.000123
('ছিল', 'নূয়েরা')	1	47	0.000245	0.000524	0.000123
('নূয়েরা', 'ইলিয়া')	1	1	0.000246	0.000534	0.000123
('ইলিয়া', 'থেকে')	1	1	0.000246	0.000534	0.000123
('থেকে', 'গল')	1	171	0.000241	0.000499	0.000123
('গল', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'পাহাড়ি')	1	0	0.000246	0.000534	0.000123
('পাহাড়ি', 'পথে')	1	1	0.000246	0.000534	0.000123
('পথে', 'প্রায়')	2	11	0.000369	0.000941	0.000123
('প্রায়', 'দুশ')	1	25	0.000246	0.000529	0.000123
('দুশ', 'ষাট')	1	1	0.000246	0.000534	0.000123
('ষাট', 'কিলোমিটার')	1	1	0.000246	0.000534	0.000123
('কিলোমিটার', 'রাস্তা')	1	2	0.000246	0.000534	0.000123
('রাস্তা', 'নেহায়েত')	1	4	0.000246	0.000533	0.000123
('নেহায়েত', 'কম')	1	1	0.000246	0.000534	0.000123
('কম', 'নয়')	1	10	0.000246	0.000532	0.000123
('<s>', 'তারমধ্যে')	1	0	0.000246	0.000534	0.000123
('তারমধ্যে', 'হোটেল')	1	1	0.000246	0.000534	0.000123
('হোটেল', 'থেকে')	1	3	0.000246	0.000533	0.000123
('থেকে', 'দেরিতে')	1	171	0.000241	0.000499	0.000123
('দেরিতে', 'বেরিয়ে')	1	1	0.000246	0.000534	0.000123
('বেরিয়ে', 'গ্রেগরি')	1	5	0.000246	0.000533	0.000123
('গ্রেগরি', 'লেক')	1	1	0.000246	0.000534	0.000123
('লেক', 'সীতা')	1	1	0.000246	0.000534	0.000123
('সীতা', 'মন্দির')	1	1	0.000246	0.000534	0.000123
('মন্দির', 'এবং')	1	2	0.000246	0.000534	0.000123
('এবং', 'রাম্বোদা')	1	131	0.000243	0.000507	0.000123
('রাম্বোদা', 'ফলস্')	1	1	0.000246	0.000534	0.000123
('ফলস্', '-')	1	1	0.000246	0.000534	0.000123
('এ', 'অনেকটা')	1	95	0.000244	0.000514	0.000123
('অনেকটা', 'সময়')	1	3	0.000246	0.000533	0.000123
('সময়', 'কাটিয়ে')	1	51	0.000245	0.000523	0.000123
('কাটিয়ে', 'প্রকৃত')	1	3	0.000246	0.000533	0.000123
('প্রকৃত', 'পক্ষে')	1	2	0.000246	0.000534	0.000123
('পক্ষে', 'যখন')	1	12	0.000246	0.000531	0.000123
('যখন', 'যাত্রা')	1	11	0.000246	0.000532	0.000123
('যাত্রা', 'শুরু')	2	3	0.000370	0.000944	0.000123
('শুরু', 'হলো')	2	41	0.000368	0.000929	0.000123
('হলো', 'ঘড়িতে')	1	13	0.000246	0.000531	0.000123
('ঘড়িতে', 'তখন')	1	1	0.000246	0.000534	0.000123
('তখন', 'বেলা')	1	17	0.000246	0.000530	0.000123
('বেলা', 'দুপুর')	1	5	0.000246	0.000533	0.000123
('দুপুর', '</s>')	1	8	0.000246	0.000532	0.000123
('পথে', 'আর')	1	11	0.000246	0.000532	0.000123
('একবার', '</s>')	1	3	0.000246	0.000533	0.000123
('<s>', 'বাকিটুকু')	1	0	0.000246	0.000534	0.000123
('বাকিটুকু', 'পড়ুন')	1	1	0.000246	0.000534	0.000123
('পড়ুন', '</s>')	2	3	0.000370	0.000944	0.000123
('<s>', 'মুসলিম')	1	0	0.000246	0.000534	0.000123
('মুসলিম', 'হিসেবে')	1	1	0.000246	0.000534	0.000123
('হিসেবে', 'জন্ম')	1	35	0.000245	0.000526	0.000123
('জন্ম', 'নেওয়ার')	1	12	0.000246	0.000531	0.000123
('নেওয়ার', 'ঐতিহ্য')	1	1	0.000246	0.000534	0.000123
('ঐতিহ্য', 'হিসেবে')	1	1	0.000246	0.000534	0.000123
('হিসেবে', 'কুরআন')	1	35	0.000245	0.000526	0.000123
('কুরআন', 'আমি')	1	1	0.000246	0.000534	0.000123
('আমি', 'আগেও')	1	40	0.000245	0.000525	0.000123
('আগেও', 'পড়েছি')	1	4	0.000246	0.000533	0.000123
('পড়েছি', ';')	1	1	0.000246	0.000534	0.000123
(';', 'এখনও')	1	18	0.000246	0.000530	0.000123
('এখনও', 'পড়ছি')	1	5	0.000246	0.000533	0.000123
('পড়ছি', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'নিচে')	1	0	0.000246	0.000534	0.000123
('নিচে', 'বহুঈশ্বরবাদীদের')	1	4	0.000246	0.000533	0.000123
('বহুঈশ্বরবাদীদের', 'ছাড়াও')	1	1	0.000246	0.000534	0.000123
('ছাড়াও', 'অন্যান্য')	1	4	0.000246	0.000533	0.000123
('অন্যান্য', 'ধর্মালম্বীদের')	1	7	0.000246	0.000533	0.000123
('ধর্মালম্বীদের', 'ইসলামে')	1	1	0.000246	0.000534	0.000123
('ইসলামে', 'অবস্হান')	1	1	0.000246	0.000534	0.000123
('অবস্হান', 'প্রসঙ্গে')	1	1	0.000246	0.000534	0.000123
('প্রসঙ্গে', 'কুরআনের')	1	6	0.000246	0.000533	0.000123
('কুরআনের', 'কিছু')	1	1	0.000246	0.000534	0.000123
('কিছু', 'আয়াত')	1	31	0.000246	0.000527	0.000123
('আয়াত', 'উল্লেখ')	1	1	0.000246	0.000534	0.000123
('উল্লেখ', 'করছি')	1	4	0.000246	0.000533	0.000123
('আপনাদের', 'সহযোগিতা')	1	7	0.000246	0.000533	0.000123
('সহযোগিতা', 'কাম্য')	1	1	0.000246	0.000534	0.000123
('কাম্য', '</s>')	1	2	0.000246	0.000534	0.000123
('<s>', '২৭')	1	0	0.000246	0.000534	0.000123
('২৭', 'জানুয়ারি')	1	8	0.000246	0.000532	0.000123
('জানুয়ারি', ',')	1	2	0.000246	0.000534	0.000123
('২০১৬', ',')	1	5	0.000246	0.000533	0.000123
(',', '২০')	1	779	0.000225	0.000405	0.000123
('২০', ':')	2	14	0.000369	0.000939	0.000123
(':', '৩৯')	1	115	0.000243	0.000510	0.000123
('৩৯', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'সিনেমাঃ')	1	0	0.000246	0.000534	0.000123
('সিনেমাঃ', 'পিতা')	1	1	0.000246	0.000534	0.000123
('পিতা', '</s>')	1	5	0.000246	0.000533	0.000123
('<s>', 'নিরাপত্তা')	1	0	0.000246	0.000534	0.000123
('নিরাপত্তা', 'বৈশিষ্ট্য')	1	4	0.000246	0.000533	0.000123
('বৈশিষ্ট্য', '</s>')	1	1	0.000246	0.000534	0.000123
('স্থানীয়', 'সংবাদ')	1	8	0.000246	0.000532	0.000123
('সংবাদ', 'মাধ্যমের')	1	9	0.000246	0.000532	0.000123
('মাধ্যমের', 'সূত্র')	1	1	0.000246	0.000534	0.000123
('সূত্র', 'ধরে')	2	14	0.000369	0.000939	0.000123
('ধরে', 'বলা')	1	16	0.000246	0.000531	0.000123
('একটি', 'নেকড়ের')	1	70	0.000244	0.000519	0.000123
('নেকড়ের', 'বাচ্চাকে')	1	2	0.000246	0.000534	0.000123
('বাচ্চাকে', 'পোষ')	1	1	0.000246	0.000534	0.000123
('পোষ', 'মানানো')	1	2	0.000246	0.000534	0.000123
('মানানো', 'খুবই')	1	1	0.000246	0.000534	0.000123
('খুবই', 'সহজ')	1	7	0.000246	0.000533	0.000123
('সহজ', '</s>')	1	4	0.000246	0.000533	0.000123
('আর', 'নেকড়ে')	1	57	0.000245	0.000522	0.000123
('নেকড়ে', 'পোষ')	1	1	0.000246	0.000534	0.000123
('পোষ', 'মানলে')	1	2	0.000246	0.000534	0.000123
('মানলে', 'বাড়ি')	1	1	0.000246	0.000534	0.000123
('থেকে', 'শুরু')	3	171	0.000483	0.001267	0.000123
('শুরু', 'করে')	5	41	0.000736	0.002141	0.000123
('করে', 'ফসলি')	1	192	0.000241	0.000495	0.000123
('ফসলি', 'জমি')	1	1	0.000246	0.000534	0.000123
('জমি', 'সবই')	1	2	0.000246	0.000534	0.000123
('সবই', 'পাহারা')	1	3	0.000246	0.000533	0.000123
('পাহারা', 'দেয়')	1	1	0.000246	0.000534	0.000123
('দেয়', '</s>')	2	6	0.000369	0.000943	0.000123
('তাই', 'কাজাখাস্তানের')	1	24	0.000246	0.000529	0.000123
('কাজাখাস্তানের', 'ওই')	1	1	0.000246	0.000534	0.000123
('ওই', 'গ্রামটিতে')	1	27	0.000246	0.000528	0.000123
('গ্রামটিতে', 'মাত্র')	1	1	0.000246	0.000534	0.000123
('মাত্র', '৫০০')	1	12	0.000246	0.000531	0.000123
('৫০০', 'ডলারের')	1	2	0.000246	0.000534	0.000123
('ডলারের', 'মধ্যেই')	1	2	0.000246	0.000534	0.000123
('মধ্যেই', 'নেকড়ের')	1	9	0.000246	0.000532	0.000123
('নেকড়ের', 'বাচ্চা')	1	2	0.000246	0.000534	0.000123
('বাচ্চা', 'কিনতে')	1	2	0.000246	0.000534	0.000123
('কিনতে', 'পাওয়া')	1	4	0.000246	0.000533	0.000123
('<s>', '-')	2	0	0.000370	0.000945	0.000123
('-', 'এমন')	1	224	0.000240	0.000489	0.000123
('এমন', 'তো')	1	29	0.000246	0.000528	0.000123
('তো', 'তোমার')	1	15	0.000246	0.000531	0.000123
('তোমার', 'কাছ')	1	8	0.000246	0.000532	0.000123
('কাছ', 'থেকে')	2	2	0.000370	0.000944	0.000123
('থেকে', 'আশা')	1	171	0.000241	0.000499	0.000123
('আশা', 'যায়')	1	6	0.000246	0.000533	0.000123
('যায়', 'না')	2	39	0.000368	0.000930	0.000123
('১০', 'নভেম্বর')	1	24	0.000246	0.000529	0.000123
('২০২১', '২১')	1	14	0.000246	0.000531	0.000123
('২১', ':')	1	8	0.000246	0.000532	0.000123
(':', '৩২')	1	115	0.000243	0.000510	0.000123
('৩২', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'মানহানির')	1	0	0.000246	0.000534	0.000123
('মানহানির', 'মামলায়')	1	2	0.000246	0.000534	0.000123
('মামলায়', 'জামিন')	1	7	0.000246	0.000533	0.000123
('জামিন', 'পেলেন')	1	2	0.000246	0.000534	0.000123
('পেলেন', 'মইনুল')	1	1	0.000246	0.000534	0.000123
('মইনুল', 'হোসেন')	1	1	0.000246	0.000534	0.000123
('হোসেন', '</s>')	2	20	0.000369	0.000937	0.000123
('যদিও', 'আরএসপি')	1	11	0.000246	0.000532	0.000123
('আরএসপি', 'ইতিমধ্যেই')	1	3	0.000246	0.000533	0.000123
('ইতিমধ্যেই', 'তাদের')	1	2	0.000246	0.000534	0.000123
('তাদের', 'অবস্থান')	1	33	0.000245	0.000527	0.000123
('অবস্থান', 'স্পষ্ট')	1	3	0.000246	0.000533	0.000123
('স্পষ্ট', 'করেছে')	1	5	0.000246	0.000533	0.000123
('<s>', 'আরএসপি')	1	0	0.000246	0.000534	0.000123
('আরএসপি', '-')	1	3	0.000246	0.000533	0.000123
('র', 'যুক্তি')	1	29	0.000246	0.000528	0.000123
('যুক্তি', ',')	1	1	0.000246	0.000534	0.000123
(',', 'লোকসভা')	1	779	0.000225	0.000405	0.000123
('লোকসভা', 'নির্বাচনে')	3	4	0.000493	0.001353	0.000123
('নির্বাচনে', 'কোনওভাবেই')	1	6	0.000246	0.000533	0.000123
('কোনওভাবেই', 'কংগ্রেসের')	1	1	0.000246	0.000534	0.000123
('কংগ্রেসের', 'সঙ্গে')	2	7	0.000369	0.000942	0.000123
('সঙ্গে', 'সমঝোতায়')	1	54	0.000245	0.000522	0.000123
('সমঝোতায়', 'যাওয়া')	1	2	0.000246	0.000534	0.000123
('যাওয়া', 'উচিত')	2	12	0.000369	0.000940	0.000123
('উচিত', 'নয়')	1	6	0.000246	0.000533	0.000123
('নয়', 'বামেদের')	1	29	0.000246	0.000528	0.000123
('বামেদের', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'বামফ্রন্ট')	1	0	0.000246	0.000534	0.000123
('বামফ্রন্ট', 'একজোট')	1	2	0.000246	0.000534	0.000123
('একজোট', 'হয়ে')	1	1	0.000246	0.000534	0.000123
('হয়ে', 'লড়লেই')	1	37	0.000245	0.000526	0.000123
('লড়লেই', 'মিলবে')	1	1	0.000246	0.000534	0.000123
('মিলবে', 'সাফল্য')	1	1	0.000246	0.000534	0.000123
('সাফল্য', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'এবিষয়ে')	1	0	0.000246	0.000534	0.000123
('এবিষয়ে', 'আরএসপি')	1	1	0.000246	0.000534	0.000123
('আরএসপি', '–')	1	3	0.000246	0.000533	0.000123
('–', 'র')	1	11	0.000246	0.000532	0.000123
('র', 'সাধারণ')	1	29	0.000246	0.000528	0.000123
('সম্পাদক', 'ক্ষিতি')	1	23	0.000246	0.000529	0.000123
('ক্ষিতি', 'গোস্বামী')	1	1	0.000246	0.000534	0.000123
('গোস্বামী', 'বলেন')	1	1	0.000246	0.000534	0.000123
('“', 'বাংলায়')	1	19	0.000246	0.000530	0.000123
('বাংলায়', 'কংগ্রেসের')	1	3	0.000246	0.000533	0.000123
('কংগ্রেসের', 'হাত')	2	7	0.000369	0.000942	0.000123
('হাত', 'ধরার')	1	20	0.000246	0.000530	0.000123
('ধরার', 'প্রয়োজন')	1	1	0.000246	0.000534	0.000123
('প্রয়োজন', 'নেই')	2	6	0.000369	0.000943	0.000123
('আমরা', 'বামফ্রন্ট')	1	27	0.000246	0.000528	0.000123
('বামফ্রন্ট', 'গত')	1	2	0.000246	0.000534	0.000123
('গত', 'ভাবেই')	1	34	0.000245	0.000527	0.000123
('ভাবেই', 'লড়তে')	1	2	0.000246	0.000534	0.000123
('লড়তে', 'আগ্রহী')	1	1	0.000246	0.000534	0.000123
('আগ্রহী', '</s>')	2	3	0.000370	0.000944	0.000123
('<s>', 'বিষয়বস্তু')	1	0	0.000246	0.000534	0.000123
('বিষয়বস্তু', ':')	1	1	0.000246	0.000534	0.000123
(':', 'পূর্ব')	1	115	0.000243	0.000510	0.000123
('পূর্ব', 'এশিয়া')	1	3	0.000246	0.000533	0.000123
('এশিয়া', ',')	1	1	0.000246	0.000534	0.000123
(',', 'ভিয়েতনাম')	1	779	0.000225	0.000405	0.000123
('ভিয়েতনাম', ',')	1	1	0.000246	0.000534	0.000123
(',', 'নাগরিক')	1	779	0.000225	0.000405	0.000123
('নাগরিক', 'মাধ্যম')	1	3	0.000246	0.000533	0.000123
('মাধ্যম', ',')	1	3	0.000246	0.000533	0.000123
(',', 'প্রচার')	1	779	0.000225	0.000405	0.000123
('প্রচার', 'মাধ্যম')	1	3	0.000246	0.000533	0.000123
('মাধ্যম', 'ও')	1	3	0.000246	0.000533	0.000123
('ও', 'সাংবাদিকতা')	1	197	0.000241	0.000494	0.000123
('সাংবাদিকতা', ',')	1	1	0.000246	0.000534	0.000123
(',', 'প্রযুক্তি')	1	779	0.000225	0.000405	0.000123
('প্রযুক্তি', ',')	1	7	0.000246	0.000533	0.000123
('রাজনীতি', '</s>')	2	3	0.000370	0.000944	0.000123
('<s>', 'প্রত্যক্ষদর্শীরা')	1	0	0.000246	0.000534	0.000123
('প্রত্যক্ষদর্শীরা', 'জানান')	1	1	0.000246	0.000534	0.000123
('সোমবার', 'সকাল')	2	12	0.000369	0.000940	0.000123
('সকাল', 'সাড়ে')	3	8	0.000492	0.001351	0.000123
('সাড়ে', '১১')	2	5	0.000370	0.000943	0.000123
('১১', 'টার')	1	10	0.000246	0.000532	0.000123
('দিকে', 'কারাফটক')	1	26	0.000246	0.000528	0.000123
('কারাফটক', 'থেকে')	1	1	0.000246	0.000534	0.000123
('থেকে', 'প্রায়')	2	171	0.000362	0.000883	0.000123
('প্রায়', '১০০')	1	25	0.000246	0.000529	0.000123
('১০০', 'গজ')	1	4	0.000246	0.000533	0.000123
('গজ', 'উত্তরে')	1	1	0.000246	0.000534	0.000123
('উত্তরে', 'আহাম্মদ')	1	5	0.000246	0.000533	0.000123
('আহাম্মদ', 'মেডিসিন')	1	1	0.000246	0.000534	0.000123
('মেডিসিন', 'কর্নারে')	1	1	0.000246	0.000534	0.000123
('কর্নারে', 'ওষুধ')	1	1	0.000246	0.000534	0.000123
('ওষুধ', 'কিনতে')	1	3	0.000246	0.000533	0.000123
('কিনতে', 'যান')	1	4	0.000246	0.000533	0.000123
('যান', 'রুস্তম')	1	13	0.000246	0.000531	0.000123
('রুস্তম', 'আলী')	2	3	0.000370	0.000944	0.000123
('সময়', 'একটি')	1	51	0.000245	0.000523	0.000123
('একটি', 'মোটরসাইকেল')	1	70	0.000244	0.000519	0.000123
('মোটরসাইকেল', 'যোগে')	1	2	0.000246	0.000534	0.000123
('যোগে', 'তিনজন')	1	1	0.000246	0.000534	0.000123
('তিনজন', 'দুর্বৃত্ত')	1	1	0.000246	0.000534	0.000123
('দুর্বৃত্ত', 'ওই')	1	1	0.000246	0.000534	0.000123
('ওই', 'দোকানের')	1	27	0.000246	0.000528	0.000123
('দোকানের', 'সামনে')	1	1	0.000246	0.000534	0.000123
('সামনে', 'আসে')	1	9	0.000246	0.000532	0.000123
('এরপর', 'একজন')	1	11	0.000246	0.000532	0.000123
('একজন', 'মোটরসাইকেল')	1	21	0.000246	0.000529	0.000123
('মোটরসাইকেল', 'থেকে')	1	2	0.000246	0.000534	0.000123
('থেকে', 'নেমে')	2	171	0.000362	0.000883	0.000123
('নেমে', 'রুস্তম')	1	7	0.000246	0.000533	0.000123
('রুস্তম', 'আলীকে')	1	3	0.000246	0.000533	0.000123
('আলীকে', 'লক্ষ্য')	1	2	0.000246	0.000534	0.000123
('লক্ষ্য', 'করে')	1	8	0.000246	0.000532	0.000123
('করে', 'পরপর')	1	192	0.000241	0.000495	0.000123
('পরপর', 'কয়েকটি')	1	2	0.000246	0.000534	0.000123
('কয়েকটি', 'গুলি')	1	5	0.000246	0.000533	0.000123
('গুলি', 'করে')	1	2	0.000246	0.000534	0.000123
('এতে', 'রুস্তম')	1	13	0.000246	0.000531	0.000123
('আলী', 'গুলিবিদ্ধ')	1	15	0.000246	0.000531	0.000123
('গুলিবিদ্ধ', 'হয়ে')	1	1	0.000246	0.000534	0.000123
('হয়ে', 'ঘটনাস্থলেই')	1	37	0.000245	0.000526	0.000123
('ঘটনাস্থলেই', 'মারা')	1	1	0.000246	0.000534	0.000123
('পরে', 'পুলিশ')	1	27	0.000246	0.000528	0.000123
('পুলিশ', 'তার')	1	21	0.000246	0.000529	0.000123
('তার', 'লাশ')	1	89	0.000244	0.000515	0.000123
('করে', 'গাজীপুর')	1	192	0.000241	0.000495	0.000123
('গাজীপুর', 'শহীদ')	1	4	0.000246	0.000533	0.000123
('শহীদ', 'তাজউদ্দীন')	1	6	0.000246	0.000533	0.000123
('তাজউদ্দীন', 'আহমদ')	1	1	0.000246	0.000534	0.000123
('আহমদ', 'মেডিক্যাল')	1	4	0.000246	0.000533	0.000123
('মেডিক্যাল', 'কলেজ')	1	1	0.000246	0.000534	0.000123
('কলেজ', 'হাসপাতাল')	1	7	0.000246	0.000533	0.000123
('হাসপাতাল', 'নিয়ে')	1	4	0.000246	0.000533	0.000123
('সুতরাং', 'রায়চৌধুরী')	1	3	0.000246	0.000533	0.000123
('রায়চৌধুরী', 'সমীকরণের')	1	1	0.000246	0.000534	0.000123
('সমীকরণের', 'আরেকটি')	1	1	0.000246	0.000534	0.000123
('আরেকটি', 'রূপ')	1	3	0.000246	0.000533	0.000123
('রূপ', 'হলো')	1	1	0.000246	0.000534	0.000123
('হলো', ':')	2	13	0.000369	0.000940	0.000123
('তবে', 'সেটা')	1	37	0.000245	0.000526	0.000123
('সেটা', 'কখন')	1	14	0.000246	0.000531	0.000123
('কখন', 'জানি')	1	5	0.000246	0.000533	0.000123
('জানি', 'না')	1	8	0.000246	0.000532	0.000123
('আর', 'এসব')	1	57	0.000245	0.000522	0.000123
('এসব', 'না')	1	22	0.000246	0.000529	0.000123
('না', 'জেনে')	1	115	0.000243	0.000510	0.000123
('জেনে', 'সিপিএলের')	1	2	0.000246	0.000534	0.000123
('সিপিএলের', 'কোন')	1	1	0.000246	0.000534	0.000123
('কোন', 'দলকে')	1	38	0.000245	0.000526	0.000123
('দলকে', 'কথা')	1	1	0.000246	0.000534	0.000123
('কথা', 'দেওয়া')	1	43	0.000245	0.000525	0.000123
('দেওয়া', 'যায়')	1	27	0.000246	0.000528	0.000123
('ওই', 'দল')	1	27	0.000246	0.000528	0.000123
('দল', 'বড়')	1	19	0.000246	0.000530	0.000123
('বড়', 'সমস্যায়')	1	16	0.000246	0.000531	0.000123
('সমস্যায়', 'পড়বে')	1	1	0.000246	0.000534	0.000123
('পড়বে', '</s>')	1	2	0.000246	0.000534	0.000123
('আমি', 'এখন')	3	40	0.000491	0.001334	0.000123
('এখন', 'কেবল')	1	31	0.000246	0.000527	0.000123
('কেবল', 'জাতীয়')	1	9	0.000246	0.000532	0.000123
('জাতীয়', 'দলের')	6	21	0.000860	0.002566	0.000123
('দলের', 'অনুশীলনে')	1	26	0.000246	0.000528	0.000123
('অনুশীলনে', 'ফেরার')	1	1	0.000246	0.000534	0.000123
('ফেরার', 'অপেক্ষা')	1	1	0.000246	0.000534	0.000123
('অপেক্ষা', 'করছি')	1	3	0.000246	0.000533	0.000123
("'", 'যে')	3	59	0.000489	0.001324	0.000123
('যে', 'কোনো')	1	54	0.000245	0.000522	0.000123
('কোনো', 'সময়')	1	9	0.000246	0.000532	0.000123
('সময়', 'খুলে')	1	51	0.000245	0.000523	0.000123
('খুলে', 'যাবে')	1	10	0.000246	0.000532	0.000123
('যাবে', 'শিক্ষাপ্রতিষ্ঠান')	1	24	0.000246	0.000529	0.000123
('শিক্ষাপ্রতিষ্ঠান', "'")	1	2	0.000246	0.000534	0.000123
("'", '-')	1	59	0.000245	0.000521	0.000123
('-', 'শিক্ষামন্ত্রীর')	1	224	0.000240	0.000489	0.000123
('শিক্ষামন্ত্রীর', 'এমন')	1	2	0.000246	0.000534	0.000123
('এমন', 'ঘোষণার')	1	29	0.000246	0.000528	0.000123
('ঘোষণার', 'পরপরই')	1	2	0.000246	0.000534	0.000123
('পরপরই', 'আবারও')	1	1	0.000246	0.000534	0.000123
('আবারও', 'জমে')	1	2	0.000246	0.000534	0.000123
('জমে', 'উঠেছে')	1	1	0.000246	0.000534	0.000123
('উঠেছে', 'চিটাগং')	1	7	0.000246	0.000533	0.000123
('চিটাগং', 'ইন্ডিপেন্ডেন্ট')	1	1	0.000246	0.000534	0.000123
('ইন্ডিপেন্ডেন্ট', 'ইউনিভার্সিটির')	1	1	0.000246	0.000534	0.000123
('ইউনিভার্সিটির', '(')	1	1	0.000246	0.000534	0.000123
('(', 'সিআইইউ')	1	95	0.000244	0.000514	0.000123
('সিআইইউ', ')')	1	2	0.000246	0.000534	0.000123
(')', '২০২১')	1	94	0.000244	0.000514	0.000123
('২০২১', 'অটাম')	1	14	0.000246	0.000531	0.000123
('অটাম', 'সেমিস্টারের')	2	2	0.000370	0.000944	0.000123
